bikes_available,docks_available,is_renting,is_returning,last_updated,station_id,name,latitude,longitude
10,4,true,true,1557211920,3280,Astor Place,40.71928220070702,-74.07126188278198
13,11,true,true,1557211920,3454,Leonard St & Maujer St,40.7103685423523,-73.94705951213837
3,14,true,true,1557211920,3661,Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013
19,4,true,true,1557211920,448,W 37 St & 10 Ave,40.75660359,-73.9979009
12,11,true,true,1557211999,49bb4994b8e1aacd936090458544f74d,Taylor St at 9th St,37.35306166133104,-121.89193725585936
4,11,true,true,1557212000,b91103a4e638130a1de6c5eea75a0854,Adeline St at 40th St,37.8312769,-122.2782669
3,23,true,true,1557211998,b4b0088fb4fbb4587cad9d89ddc092cd,Pierce Ave at Market St,37.327581,-121.884559
5,40,true,true,1557211920,3145,E 84 St & Park Ave,40.77862688,-73.95772073
8,25,true,true,1557211920,483,E 12 St & 3 Ave,40.73223272,-73.98889957
1,30,true,true,1557211920,3570,35 Ave & 37 St,40.7557327,-73.9236611
13,11,true,true,1557211998,bafbf8c2ef10271c489e9ab99dc9bd21,Mission Bay Kids Park,37.772300631747626,-122.39302754402159
5,26,true,true,1557211920,3490,E 116 St & 2 Ave,40.796879,-73.937261
53,0,true,true,1557211920,3140,1 Ave & E 78 St,40.77140426,-73.9535166
24,5,true,true,1557211920,3781,Greene Av & Myrtle Av,40.698568,-73.918877
42,4,true,true,1557211920,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103554
51,0,true,true,1557211920,317,E 6 St & Avenue B,40.72453734,-73.98185424
2,25,true,true,1557211920,3581,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457
10,25,true,true,1557211920,2012,E 27 St & 1 Ave,40.739445,-73.976806
7,8,true,true,1557211998,55f0ed0965a5a80f451700832338cd49,Fruitvale BART Station,37.7752321,-122.2244982
37,1,true,true,1557211920,495,W 47 St & 10 Ave,40.76269882,-73.99301222
5,30,true,true,1557211920,388,W 26 St & 10 Ave,40.749717753,-74.002950346
1,33,true,true,1557211920,3521,Lenox Ave & W 111 St,40.7987859,-73.9523
8,7,true,true,1557211999,d97742ffbfb3863990d07359b7bdeb46,32nd St at Adeline St,37.8238474,-122.2811926
4,17,true,true,1557211920,3578,Park Pl & Franklin Ave,40.6741806,-73.9564947
0,27,true,true,1557211998,d057730bd39a7e2c920ff32d19393eb6,Townsend St at 7th St,37.771058,-122.402717
3,37,true,true,1557211920,3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801
2,12,true,true,1557211998,155125eff6270d14ae62b26c85f15ce3,Julian St at 6th St,37.3429973,-121.8888891
2,47,true,true,1557211920,3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099
3,18,true,true,1557211920,3764,Bushwick Ave & McKibbin St,40.705517,-73.93936
5,17,true,true,1557211920,3187,Warren St,40.7211236,-74.03805095
11,67,true,true,1557211920,422,W 59 St & 10 Ave,40.770513,-73.988038
4,34,true,true,1557211920,415,Pearl St & Hanover Square,40.7047177,-74.00926027
15,18,true,true,1557211920,279,Peck Slip & Front St,40.707873,-74.00167
19,4,true,true,1557211998,d030365db7e396de64147261e783a062,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331
12,11,true,true,1557211920,3728,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389
1,16,true,true,1557211999,ccc3732e01dcb0711d067defd952d3ef,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263
26,13,true,true,1557211920,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324
0,27,true,true,1557211920,3378,E 76 St & Park Ave,40.773763,-73.96222088
37,1,true,true,1557211920,361,Allen St & Hester St,40.71605866,-73.99190759
1,35,true,true,1557211920,3660,W 16 St & 8 Ave,40.741021509002664,-74.001384973526
1,29,true,true,1557211920,323,Lawrence St & Willoughby St,40.69236178,-73.98631746
4,35,true,true,1557211920,351,Front St & Maiden Ln,40.70530954,-74.00612572
0,39,true,true,1557211920,387,Centre St & Chambers St,40.71273266,-74.0046073
19,3,true,true,1557211920,3399,7 St & 3 Ave,40.67260298150126,-73.98983001708984
22,0,true,true,1557211920,419,Carlton Ave & Park Ave,40.69580705,-73.97355569
0,19,true,true,1557212000,fcbb52bd7f4fcf0f57a7cc47078c7ff4,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759917
5,9,true,true,1557211920,3268,Lafayette Park,40.71346382669195,-74.06285852193832
5,16,true,true,1557211920,3546,Pacific St & Classon Ave,40.6791944,-73.9587903
4,14,true,true,1557212000,0ceed296dc7ef21bc6dc3999e23db576,San Carlos St at 11th St,37.3364659,-121.8766132
0,39,true,true,1557211920,309,Murray St & West St,40.7149787,-74.013012
4,14,true,true,1557211999,52f32ae1f330ff50af83895a28ba2215,Marston Campbell Park,37.8098236,-122.2801923
1,29,true,true,1557211920,534,Water - Whitehall Plaza,40.70255065,-74.0127234
0,25,true,true,1557211920,3494,E 115 St & Lexington Ave,40.797911,-73.9423
18,1,true,true,1557211998,a2b35c2295034dbcd762ffeb728c9163,El Embarcadero at Grand Ave,37.8088479,-122.2496799
9,12,true,true,1557211920,3128,21 St & 43 Ave,40.75052534,-73.94594845
3,50,true,true,1557211920,3707,Lexington Ave & E 26 St,40.741459,-73.983293
9,10,true,true,1557211920,3619,Newtown Ave & 23 St,40.7713615,-73.9246145
19,1,true,true,1557211920,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056
15,16,true,true,1557211999,b347e314d1a3b9d27875b46ce3fd7f70,China Basin St at 3rd St,37.7719996,-122.3899698
3,22,true,true,1557211920,320,Leonard St & Church St,40.717571,-74.005549
29,9,true,true,1557211920,3350,W 100 St & Broadway,40.7973721,-73.97041192
0,38,true,true,1557211920,3724,7 Ave & Central Park South,40.7667405590595,-73.9790689945221
8,17,true,true,1557211920,3618,27 St & Hunter St,40.7485,-73.941275
7,32,true,true,1557211920,3372,E 74 St & 1 Ave,40.7689738,-73.95482273
7,20,true,true,1557211920,3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438
18,0,true,true,1557211920,3393,Richards St & Delavan St,40.6794327,-74.00785041
9,9,true,true,1557211999,3e4a340888aa808d7bbae5d2372c06dc,San Salvador St at 9th St,37.333955,-121.877349
0,19,true,true,1557212000,059af05c37addf83badc457996fe45eb,Delmas Ave and San Fernando St,37.3302641,-121.8977018
3,27,true,true,1557211920,503,E 20 St & Park Ave,40.73827428,-73.98751968
7,15,true,true,1557211998,f30ac85eba75d23a161e3ac8a112a6c6,17th St at Valencia St,37.7633158,-122.4219039
18,24,true,true,1557211920,3296,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902
28,0,true,true,1557211920,3389,Carroll St & Columbia St,40.6830456,-74.00348559
35,5,true,true,1557211920,401,Allen St & Rivington St,40.72019576,-73.98997825
8,22,true,true,1557211920,3068,Humboldt St & Varet St,40.7031724,-73.940636
15,4,true,true,1557211998,d54612ee1577923ef1aef60393aa07c7,24th St at Chattanooga St,37.7518194,-122.4266139
5,12,true,true,1557211920,3196,Riverview Park,40.7443187,-74.0439909
15,4,true,true,1557211920,421,Clermont Ave & Park Ave,40.69573398,-73.97129668
5,17,true,true,1557211920,3194,McGinley Square,40.7253399253558,-74.06762212514877
0,19,true,true,1557211999,f83da983e1b1de735ef62006310c76ba,55th St at Telegraph Ave,37.8401858,-122.2618225
4,15,true,true,1557212000,12d300701b41bcefe8638a1a6672bcfc,Franklin Square,37.764555,-122.410345
11,16,true,true,1557211920,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961
23,1,true,true,1557211920,3117,Franklin St & Dupont St,40.73564,-73.95866
4,10,true,true,1557211998,8924b980effba05ac4610a4abd37839e,Sonora Ave at 1st St,37.364060462258806,-121.9117319583893
23,1,true,true,1557211920,3676,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608
21,0,true,true,1557211920,3340,Wolcott St & Dwight St,40.6753274,-74.0100698
5,16,true,true,1557211998,46e7f1749ea844af22fd4985f237a7a4,Bancroft Way at Telegraph Ave,37.8688126,-122.258764
6,22,true,true,1557211998,b424440d8b6dbf63f5932f39656b1bc3,Buchanan St at North Point St,37.80427201985148,-122.43353694677353
16,27,true,true,1557211920,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747
11,16,true,true,1557211999,2367c9313860a8dbae94ac5045768995,Berkeley Civic Center,37.8690599,-122.270556
2,23,true,true,1557211920,3523,24 Ave & 29 St,40.7729,-73.916142
2,57,true,true,1557211920,359,E 47 St & Park Ave,40.75510267,-73.97498696
12,13,true,true,1557211920,481,S 3 St & Bedford Ave,40.71260486,-73.96264403
4,18,true,true,1557211920,3125,45 Rd & 11 St,40.74708586,-73.94977234
20,7,true,true,1557212000,23c911eba61c38bd79e4df21cf9a8bc6,Webster St at Grove St,37.7770527,-122.4295585
4,26,true,true,1557211920,3309,E 97 St & 3 Ave,40.7859201,-73.94860294
2,27,true,true,1557211920,3243,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478
12,39,true,true,1557211920,523,W 38 St & 8 Ave,40.75466591,-73.99138152
31,0,true,true,1557211920,3338,2 Ave & E 99 St,40.7862586,-73.94552579
21,5,true,true,1557211920,3221,47 Ave & 31 St,40.743,-73.93561
0,51,true,true,1557211920,3134,3 Ave & E 62 St,40.76312584,-73.96526895
11,12,true,true,1557211999,8ecedfe82a3e35413e8a45da10ace67b,Broadway at 40th St,37.8277573,-122.2567156
4,19,true,true,1557211998,ad26540e1125e68ab4879dc6fae3af6d,10th St at Mission St,37.355692651246365,-121.89225107431412
11,32,true,true,1557211920,476,E 31 St & 3 Ave,40.74394314,-73.97966069
29,0,true,true,1557211920,174,E 25 St & 1 Ave,40.7381765,-73.97738662
15,21,true,true,1557211920,3282,5 Ave & E 88 St,40.78307,-73.95939
9,18,true,true,1557212000,086b31d113c141a26d19612139ad8956,Webster St at O'Farrell St,37.78352083526095,-122.43115782737732
12,13,true,true,1557211920,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394
2,24,true,true,1557211999,ca5e6d6274db743fd9930b284eb903a9,Folsom St at 9th St,37.7737172,-122.4116467
0,26,true,true,1557211920,3674,Jay St & York St,40.701403172577244,-73.98672670125961
1,46,true,true,1557211920,168,W 18 St & 6 Ave,40.73971301,-73.99456405
22,1,true,true,1557211920,302,Avenue D & E 3 St,40.72082834,-73.97793172
13,6,true,true,1557211999,c8131aed6f3df2f78149eb338df66e66,San Pablo Ave at 27th St,37.8178269,-122.2756976
13,5,true,true,1557212000,f72a227c01e328e88de3e27e883b5a42,Emeryville Public Market,37.84052116694969,-122.29352831840515
30,35,true,true,1557211920,453,W 22 St & 8 Ave,40.74475148,-73.99915362
9,18,true,true,1557211920,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198
0,17,true,true,1557211920,3595,35 St & Broadway,40.760339,-73.9222427
9,16,true,true,1557211920,3321,Clinton St & Union St,40.6831164,-73.99785267
30,0,true,true,1557211920,502,Henry St & Grand St,40.714215,-73.981346
0,30,true,true,1557211920,224,Spruce St & Nassau St,40.71146364,-74.00552427
21,5,true,true,1557211920,3092,Berry St & N 8 St,40.7190095,-73.95852515
15,10,true,true,1557211920,3549,Grand Ave & Bergen St,40.678045,-73.962408
13,9,true,true,1557211920,3213,Van Vorst Park,40.71848892,-74.047726625
14,10,true,true,1557211920,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854
0,0,false,false,1557211920,505,6 Ave & W 33 St,40.74901271,-73.98848395
37,1,true,true,1557211920,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
21,0,true,true,1557211920,3333,Columbia St & Lorraine St,40.6747055,-74.0075572
13,8,true,true,1557211920,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
16,7,true,true,1557211920,3052,Lewis Ave & Madison St,40.686312,-73.935775
6,52,true,true,1557211920,477,W 41 St & 8 Ave,40.75640548,-73.9900262
8,19,true,true,1557211998,679621279b937eda9558ca1ae02f748e,Parkmoor Ave at Race St,37.316736478493425,-121.91000461578369
9,10,true,true,1557211999,cad9a547732685a295e62323fd9aa378,Paseo De San Antonio at 2nd St,37.333798,-121.886943
18,14,true,true,1557211920,2009,Catherine St & Monroe St,40.71117444,-73.99682619
0,45,true,true,1557211920,496,E 16 St & 5 Ave,40.73726186,-73.99238967
7,17,true,true,1557211920,3002,South End Ave & Liberty St,40.711512,-74.015756
31,1,true,true,1557211920,3737,Stanton St & Norfolk St,40.720747,-73.986274
0,43,true,true,1557211920,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195
7,23,true,true,1557211920,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682
5,21,true,true,1557211920,3693,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738
26,7,true,true,1557211920,3112,Milton St & Franklin St,40.72906,-73.95779
1,31,true,true,1557211920,493,W 45 St & 6 Ave,40.7568001,-73.98291153
0,28,true,true,1557211998,9959a6bbf874ff17e69aba84edae5c7c,Howard St at Mary St,37.78100971717512,-122.40566611289978
11,29,true,true,1557211920,3712,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889
21,2,true,true,1557211920,3760,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153
0,20,true,true,1557211999,a4d58de82f6475801e4bf6cf97ecd387,San Fernando St at 7th St,37.3371223728942,-121.88321471214294
0,17,true,true,1557211920,3640,Journal Square,40.73367,-74.0625
18,5,true,true,1557211920,3609,Vernon Blvd & 31 Ave,40.7692475,-73.9354504
1,28,true,true,1557211999,db937467876feef9bb1695c3ea31779c,Clay St at Battery St,37.795001,-122.39997
0,43,true,true,1557211920,3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
13,6,true,true,1557211999,ca8bbd40ae8b3beb63c5cc63a1c73a0f,Telegraph Ave at Ashby Ave,37.8559558,-122.2597949
7,16,true,true,1557211999,e06d3406b4416cd742233512b6175e57,5th St at Taylor St,37.3510173,-121.8959209
16,3,true,true,1557211920,3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
20,1,true,true,1557211920,3351,E 102 St & 1 Ave,40.7869946,-73.94164802
19,20,true,true,1557211920,3437,Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063
8,18,true,true,1557211999,c2648d0ffed4d1f710ccaf79e9a304fa,Franklin St at 9th St,37.8005161,-122.2720799
12,5,true,true,1557211920,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995
10,13,true,true,1557211920,3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349
4,14,true,true,1557211920,3094,Graham Ave & Withers St,40.7169811,-73.94485918
3,27,true,true,1557211920,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
10,13,true,true,1557211998,9beee70db0437cf4bd24078239213bb6,Gish Rd at 1st St,37.36186680025918,-121.90931528806688
21,1,true,true,1557211920,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913
3,20,true,true,1557212000,4e8692f7a9eae9f0575945f02a87ccce,Alamo Square (Steiner St at Fulton St),37.77754677017323,-122.43327409029006
13,6,true,true,1557212000,cbdeb72b794ae1050a177368bee1364e,65th St at Hollis St,37.8467842,-122.2913761
0,46,true,true,1557211920,3144,E 81 St & Park Ave,40.77677702,-73.9590097
5,27,true,true,1557211920,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005
0,49,true,true,1557211920,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658
3,22,true,true,1557211920,297,E 15 St & 3 Ave,40.734232,-73.986923
6,9,true,true,1557211998,d63f2433c8e67e0db4df7a87e5fb38e3,Cesar Chavez St at Dolores St,37.7478584,-122.4249863
3,55,true,true,1557211920,3141,1 Ave & E 68 St,40.76500525,-73.95818491
1,18,true,true,1557211999,65097799f269d187692b073a83c0d4d3,Haste St at Telegraph Ave,37.8660431,-122.2588044
0,67,true,true,1557211920,303,Mercer St & Spring St,40.72362738,-73.99949601
25,0,true,true,1557211920,3322,12 St & 4 Ave,40.668603,-73.9904394
30,0,true,true,1557211920,3109,Banker St & Meserole Ave,40.72606,-73.95621
24,7,true,true,1557211920,3410,Dean St & Hoyt St,40.6864442,-73.98759104
13,6,true,true,1557211998,6990760eb8be3fa93313672d7be369e6,Union St at 10th St,37.8072393,-122.2893702
13,6,true,true,1557211920,144,Nassau St & Navy St,40.69839895,-73.98068914
28,10,true,true,1557211920,531,Forsyth St & Broome St,40.71893904,-73.99266288
18,3,true,true,1557211920,3756,White St & Moore St,40.704508,-73.9351
21,8,true,true,1557211920,3122,48 Ave & 5 St,40.744363287066875,-73.9558732509613
3,32,true,true,1557211920,3375,3 Ave & E 72 St,40.7699426,-73.96060712
32,0,true,true,1557211920,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188
8,19,true,true,1557211920,3304,6 Ave & 9 St,40.668127,-73.98377641
8,15,true,true,1557211920,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121
2,21,true,true,1557211920,3766,Sharon St & Olive St,40.715353,-73.93856
1,14,true,true,1557212000,318839be2a66c41af52177023d7545cd,Saint James Park,37.339301,-121.889937
14,9,true,true,1557211920,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782
15,11,true,true,1557211920,82,St James Pl & Pearl St,40.71117416,-74.00016545
15,8,true,true,1557211920,3520,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
7,11,true,true,1557211920,3681,Grand St,40.71517767732029,-74.03768330812454
3,12,true,true,1557211998,bafd382d63b84005dec3dcfc5a326e98,Guerrero Park,37.745738796183325,-122.42214024066925
6,16,true,true,1557211998,3841fc554143a337540447bec2f0fdb5,10th St at Empire St,37.349426308788004,-121.8876188993454
10,18,true,true,1557211920,3537,Carlton Ave & Dean St,40.6809741,-73.9710097
26,0,true,true,1557211920,3417,Baltic St & 5 Ave,40.6795766,-73.97854971
1,25,true,true,1557211920,3555,28 St & 41 Ave,40.751047,-73.93797
13,6,true,true,1557211998,0016409d89829ebe4c486368b6654d4b,Fell St at Stanyan St,37.771916882623145,-122.45370447635652
1,18,true,true,1557211920,3530,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
4,16,true,true,1557211998,81cc789c1070340c1930450769536ea2,Oregon St at Adeline St,37.8575672,-122.2675583
0,19,true,true,1557211920,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
6,16,true,true,1557211920,3398,Smith St & 9 St,40.6746957,-73.99785768
4,22,true,true,1557211998,22041eb5ac70f045466f45b5f7c7cebd,Potrero Ave and Mariposa St,37.76328094058097,-122.4073773622513
5,14,true,true,1557211998,af277a4997575219024a717b9bade2e0,16th St at Prosper St,37.764285,-122.4318042
15,10,true,true,1557211920,3397,Court St & Nelson St,40.6763947,-73.99869893
6,6,true,true,1557211920,3545,Broadway & W 122 St,40.8120562,-73.9612547
0,21,true,true,1557211999,04d8f5231092bdf174ba9f2063f131b5,7th St at Brannan St,37.7734919,-122.4036725
0,40,true,true,1557211999,113b9406090fbc8b512ee504634da501,Glen Park BART Station,37.7328128005294,-122.43414044380188
5,26,true,true,1557211920,3493,E 118 St & 3 Ave,40.799139,-73.9389152
7,15,true,true,1557211920,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874
11,3,true,true,1557211999,03cc61af40764524160f132da0f3f681,Woolsey St at Sacramento St,37.8505777,-122.2781754
2,51,true,true,1557211920,285,Broadway & E 14 St,40.73454567,-73.99074142
6,10,true,true,1557211920,3755,DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037
4,15,true,true,1557211998,a3b487ad4ac93ab3e9f9654f87ed8c1e,Locust St at Grant St,37.3229796,-121.8879312
22,26,true,true,1557211920,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987
2,34,true,true,1557211920,3690,Park Pl & Church St,40.71334184275907,-74.00935515761375
10,8,true,true,1557211920,3332,Degraw St & Hoyt St,40.681990442707026,-73.99079024791718
2,64,true,true,1557211920,450,W 49 St & 8 Ave,40.76227205,-73.98788205
27,2,true,true,1557211920,471,Grand St & Havemeyer St,40.71286844,-73.95698119
12,0,true,true,1557211920,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734
0,34,true,true,1557211920,3593,31 St & Broadway,40.761584,-73.925921
22,6,true,true,1557211920,398,Atlantic Ave & Furman St,40.69165183,-73.9999786
7,20,true,true,1557211998,b1385ff2e23b82e61c668a9fc8275142,Jackson St at 11th St,37.80000163118878,-122.26643800735472
11,26,true,true,1557211920,3318,2 Ave & E 96 St,40.7839636,-73.9471673
0,54,true,true,1557211920,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049
6,25,true,true,1557211920,3382,Carroll St & Smith St,40.680611,-73.99475825
23,19,true,true,1557211920,380,W 4 St & 7 Ave S,40.73401143,-74.00293877
2,38,true,true,1557211920,3142,1 Ave & E 62 St,40.7612274,-73.96094022
36,1,true,true,1557211920,3701,Cliff St & Fulton St,40.70831794366396,-74.00504082441329
7,16,true,true,1557211998,a73276ab34067c112ab469c5107e1d2c,2100 Powell St,37.83954308266563,-122.2987177222967
10,15,true,true,1557211999,02744ef00b430de0440ab88ecff71b2d,Webster St at 2nd St,37.795194764385954,-122.27396965026855
9,10,true,true,1557211920,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111
19,16,true,true,1557211920,3258,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244
19,0,true,true,1557211920,3344,Pioneer St & Van Brunt St,40.679043,-74.011169
7,12,true,true,1557211920,3704,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297
16,57,true,true,1557211920,482,W 15 St & 7 Ave,40.73935542,-73.99931783
4,33,true,true,1557211920,3156,E 72 St & York Ave,40.76663814,-73.95348296
0,27,true,true,1557211998,a730b0443ebed771ffc0c413ccc47eec,Bryant St at 2nd St,37.783171989315306,-122.39357203245163
43,11,true,true,1557211920,247,Perry St & Bleecker St,40.73535398,-74.00483091
2,28,true,true,1557211920,3158,W 63 St & Broadway,40.77163851,-73.98261428
16,15,true,true,1557211920,3500,E 115 St & Madison Ave,40.7989445,-73.944846
1,25,true,true,1557212000,074ef2e71ff08fd484f93827ed83dafd,Grove St at Divisadero,37.775946,-122.4377775
2,22,true,true,1557211920,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762
4,22,true,true,1557211920,3617,28 Ave & 35 St,40.7671,-73.9169858
1,20,true,true,1557211999,e28f658f5100e41a80d7896d356bc7f6,Auzerais Ave at Los Gatos Creek Trail,37.321181834267314,-121.9030898809433
5,9,true,true,1557211920,3184,Paulus Hook,40.7141454,-74.0335519
7,12,true,true,1557211999,2982214cb79a3c6269039c95ab08ca38,Illinois St at Cesar Chavez St,37.750200010252144,-122.38656744360925
0,19,true,true,1557211999,f00345a08621722a4e680cf784706a3c,Fulton St at Bancroft Way,37.8677892,-122.2658964
1,33,true,true,1557211920,3654,31 St & Northern Blvd,40.75186951421875,-73.93349289894103
7,33,true,true,1557211920,3135,E 75 St & 3 Ave,40.77112927,-73.95772297
0,62,true,true,1557211920,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465
37,2,true,true,1557211920,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492
49,6,true,true,1557211920,461,E 20 St & 2 Ave,40.73587678,-73.98205027
15,12,true,true,1557211920,3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
7,11,true,true,1557211920,3678,Fairmount Ave,40.72572613742557,-74.07195925712585
